Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),impact_score,likelihood,risk_score,Risk Category
Japan,2016,Man-in-the-Middle,Healthcare,0.021007136395617652,0.6040345832862128,Hacker Group,Social Engineering,Firewall,0.23943661971830985,0.23960126712733462,0.0013333333333333333,0.0003194683561697795,Medium
Japan,2021,DDoS,Banking,0.7413810433209369,0.08099390419040624,Insider,Weak Passwords,Firewall,0.07042253521126761,0.4090731999598438,0.0003333333333333333,0.00013635773331994793,Low
France,2021,Phishing,Education,0.7889235099004925,0.5427582362484,Insider,Zero-day,VPN,0.5774647887323944,0.6727821835712451,0.0006666666666666666,0.00044852145571416336,Medium
Australia,2020,Phishing,Education,0.8572720876469998,0.9056765788206896,Hacker Group,Zero-day,Firewall,0.22535211267605634,0.7454094400049182,0.001,0.0007454094400049182,High
UK,2021,Phishing,Banking,0.8833048547592723,0.28118485485047706,Hacker Group,Social Engineering,Firewall,0.7605633802816901,0.6781205598911173,0.0023333333333333335,0.0015822813064126071,High
France,2015,Malware,Banking,0.29801990149763796,0.20558820909697753,Insider,Unpatched Software,Firewall,1.0,0.41068641347791224,0.0006666666666666666,0.0002737909423186082,Low
Germany,2024,Malware,Telecommunications,0.7029852246456931,0.9983917310758189,Hacker Group,Unpatched Software,Encryption,0.8169014084507042,0.8143904133357331,0.0003333333333333333,0.00027146347111191104,Low
China,2015,Malware,IT,0.2023318926525279,0.7807189872809648,Hacker Group,Zero-day,Antivirus,0.943661971830986,0.5241140368767505,0.001,0.0005241140368767506,Medium
USA,2020,Ransomware,Telecommunications,0.561563976279023,0.6675386880248516,Insider,Social Engineering,AI-based Detection,0.14084507042253522,0.509212608631474,0.001,0.000509212608631474,Medium
Japan,2022,Ransomware,Retail,0.7112272590210073,0.4404525170359414,Insider,Weak Passwords,Encryption,0.26760563380281693,0.5412705113818495,0.0013333333333333333,0.0007216940151757992,High
China,2023,Man-in-the-Middle,Banking,0.029852246456930354,0.19439938111169713,Nation-state,Social Engineering,Firewall,0.3943661971830986,0.15211917699859404,0.002,0.0003042383539971881,Medium
USA,2023,DDoS,Banking,0.5336214694944216,0.7510435733793964,Nation-state,Weak Passwords,Encryption,0.4084507042253521,0.5738139476061002,0.0006666666666666666,0.0003825426317374001,Medium
China,2020,Phishing,Retail,0.7583676751432306,0.9707148940514067,Unknown,Social Engineering,AI-based Detection,0.8028169014084507,0.8309616860687274,0.0013333333333333333,0.0011079489147583033,High
France,2024,Phishing,Retail,0.44708010855362346,0.8276279984908093,Nation-state,Weak Passwords,AI-based Detection,0.33802816901408456,0.5394340876268714,0.001,0.0005394340876268715,High
UK,2018,Man-in-the-Middle,Education,0.8092270579957787,0.4160532660268953,Insider,Unpatched Software,Antivirus,0.7746478873239437,0.6843590862707467,0.0006666666666666666,0.00045623939084716447,Medium
Germany,2015,Ransomware,IT,0.508694341139813,0.5066007079585794,Insider,Weak Passwords,VPN,0.5633802816901409,0.5190034392955085,0.001,0.0005190034392955085,Medium
USA,2018,Phishing,Government,0.3852648507387677,0.33286563098284555,Hacker Group,Zero-day,VPN,0.25352112676056343,0.34319634001635024,0.0006666666666666666,0.00022879756001090016,Low
USA,2021,SQL Injection,Telecommunications,0.8988843099809027,0.982620287406764,Insider,Unpatched Software,Antivirus,0.7042253521126761,0.8850733116350158,0.0006666666666666666,0.0005900488744233439,High
Brazil,2024,Malware,Government,0.7887224846718264,0.7250510652905142,Unknown,Weak Passwords,Encryption,0.7323943661971831,0.7583554351625041,0.001,0.0007583554351625042,High
Russia,2024,DDoS,Education,0.26454920092471607,0.1565224962495409,Hacker Group,Social Engineering,VPN,0.0,0.1792313493372203,0.0013333333333333333,0.00023897513244962705,Low
China,2017,DDoS,Education,0.5651824303950146,0.24452192780103504,Insider,Zero-day,VPN,0.619718309859155,0.4798914555096488,0.0003333333333333333,0.00015996381850321627,Low
Russia,2022,Malware,Retail,0.7101216202633431,0.25833382538823135,Unknown,Social Engineering,AI-based Detection,1.0,0.632560957748141,0.0003333333333333333,0.00021085365258271367,Low
Australia,2020,Ransomware,Telecommunications,0.9789928636043825,0.13909274417515421,Insider,Unpatched Software,Antivirus,0.5633802816901409,0.6439003113927657,0.001,0.0006439003113927657,High
France,2023,Phishing,Education,0.05327168559654237,0.20594148783390095,Hacker Group,Social Engineering,Encryption,0.08450704225352114,0.1053196975991457,0.0003333333333333333,3.5106565866381895e-05,Low
UK,2016,SQL Injection,Government,0.6940396019700473,0.05525459587614629,Unknown,Weak Passwords,Encryption,0.16901408450704225,0.397398996649276,0.001,0.00039739899664927605,Medium
Germany,2021,Ransomware,Education,0.1097597748517439,0.05530263377805089,Hacker Group,Unpatched Software,AI-based Detection,0.25352112676056343,0.1221749029113999,0.001,0.0001221749029113999,Low
India,2023,Phishing,Banking,0.8756658960699569,0.20974749077021773,Nation-state,Social Engineering,VPN,0.36619718309859156,0.5739966318857621,0.0003333333333333333,0.00019133221062858736,Low
Russia,2015,Man-in-the-Middle,Education,0.9858277213790332,0.8166753568565599,Unknown,Unpatched Software,AI-based Detection,0.5492957746478874,0.847775622676062,0.001,0.000847775622676062,High
UK,2020,SQL Injection,IT,0.8742587194692936,0.05276463129409105,Nation-state,Social Engineering,Antivirus,0.11267605633802817,0.47549396039047975,0.0006666666666666666,0.00031699597359365316,Medium
UK,2018,SQL Injection,Telecommunications,0.808724494924113,0.5835504212823919,Hacker Group,Zero-day,VPN,0.7464788732394366,0.7287231484946615,0.001,0.0007287231484946615,High
UK,2022,Ransomware,Government,0.8536536335310083,0.6882690442759337,Unknown,Weak Passwords,Firewall,0.8028169014084507,0.7938709103299744,0.0006666666666666666,0.0005292472735533162,Medium
Japan,2023,Phishing,Government,0.03055583475726204,0.8096578200199959,Insider,Weak Passwords,VPN,0.8169014084507042,0.4215555450747706,0.0006666666666666666,0.0002810370300498471,Low
Japan,2024,Malware,Government,0.33701879585888034,0.07778637344865098,Nation-state,Weak Passwords,Encryption,0.4084507042253521,0.2735354508091059,0.0003333333333333333,9.11784836030353e-05,Low
Australia,2018,DDoS,Banking,0.6411699668308374,0.11344050455809634,Insider,Weak Passwords,AI-based Detection,0.18309859154929578,0.3912368530927068,0.002,0.0007824737061854135,High
India,2021,Ransomware,Banking,0.5474922102723893,0.7987041775961234,Nation-state,Zero-day,VPN,0.7464788732394366,0.6626531330629191,0.0006666666666666666,0.00044176875537527935,Medium
Brazil,2016,Phishing,Education,0.974469795959393,0.2675761175567523,Insider,Weak Passwords,Encryption,0.35211267605633806,0.6379302684579898,0.0006666666666666666,0.0004252868456386599,Medium
UK,2023,SQL Injection,Telecommunications,0.2984219519549704,0.8340740844526332,Insider,Unpatched Software,Antivirus,0.07042253521126761,0.4135177083555287,0.001,0.0004135177083555287,Medium
USA,2018,DDoS,Banking,0.061413207357523376,0.6465191035727189,Insider,Social Engineering,Firewall,0.5070422535211268,0.3260707854548027,0.0013333333333333333,0.0004347610472730703,Medium
Brazil,2017,Man-in-the-Middle,Government,0.6787616845914163,0.40366449128362286,Hacker Group,Weak Passwords,Encryption,0.295774647887324,0.5196351192582598,0.0006666666666666666,0.00034642341283883983,Medium
Germany,2018,SQL Injection,Retail,0.7551512714845713,0.8149199718577959,Hacker Group,Social Engineering,Antivirus,0.8732394366197184,0.796699514623568,0.0006666666666666666,0.0005311330097490454,Medium
China,2019,Ransomware,IT,0.7215800582973164,0.6667850934387232,Hacker Group,Zero-day,Encryption,0.46478873239436624,0.6537833036591484,0.001,0.0006537833036591484,High
Germany,2016,DDoS,Banking,0.4389385867926425,0.23620036208568562,Hacker Group,Weak Passwords,Antivirus,0.323943661971831,0.35511813441639317,0.0003333333333333333,0.00011837271147213106,Low
Russia,2020,DDoS,Education,0.6074982410292492,0.7983188735912635,Insider,Social Engineering,Antivirus,0.3098591549295775,0.6052166135779192,0.0013333333333333333,0.0008069554847705589,High
Germany,2021,Malware,Healthcare,0.2295708111367977,0.5189674653301455,Hacker Group,Weak Passwords,VPN,0.26760563380281693,0.3239967719280059,0.002,0.0006479935438560118,High
Germany,2015,DDoS,IT,0.7688209870338728,0.2519998278641849,Unknown,Unpatched Software,Antivirus,0.9295774647887325,0.6459259348339383,0.0013333333333333333,0.0008612345797785844,High
USA,2017,SQL Injection,Government,0.6046838878279224,0.004925886524467805,Unknown,Zero-day,Antivirus,0.9577464788732395,0.49536900564594943,0.0006666666666666666,0.00033024600376396627,Medium
China,2017,DDoS,Retail,0.18956679063222437,0.004393466445025125,Unknown,Social Engineering,AI-based Detection,0.5774647887323944,0.2115943929960986,0.0003333333333333333,7.053146433203287e-05,Low
Brazil,2021,SQL Injection,Banking,0.5036687104231582,0.772697658452519,Hacker Group,Weak Passwords,Encryption,0.5774647887323944,0.5991366104938136,0.0006666666666666666,0.00039942440699587575,Medium
Australia,2023,Phishing,Education,0.8172680671424265,0.01594858343232811,Nation-state,Unpatched Software,AI-based Detection,0.5070422535211268,0.5148270593051371,0.0016666666666666668,0.0008580450988418952,High
India,2024,Phishing,Telecommunications,0.38375716152377126,0.22389565367074624,Nation-state,Social Engineering,Antivirus,0.8309859154929577,0.425244459961701,0.0003333333333333333,0.000141748153320567,Low
Russia,2023,SQL Injection,IT,0.5211579053171174,0.7434876117256516,Insider,Weak Passwords,VPN,0.11267605633802817,0.5061604474438598,0.0006666666666666666,0.0003374402982959065,Medium
France,2019,Phishing,Education,0.8138506382551011,0.597589498114012,Unknown,Weak Passwords,VPN,0.14084507042253522,0.6143711826462611,0.001,0.0006143711826462611,High
Russia,2024,Malware,Education,0.549301437330385,0.9138880576775076,Hacker Group,Zero-day,AI-based Detection,0.7042253521126761,0.68966220639098,0.001,0.00068966220639098,High
Japan,2023,SQL Injection,IT,0.07779676349381848,0.18342272052649541,Nation-state,Zero-day,VPN,0.7887323943661972,0.2516716767780973,0.001,0.00025167167677809735,Low
China,2024,Ransomware,Healthcare,0.41974067745502064,0.6859542178779057,Insider,Social Engineering,VPN,0.943661971830986,0.6043889984570792,0.001,0.0006043889984570791,High
India,2015,Phishing,Healthcare,0.2824404462760077,0.6906208998900133,Hacker Group,Weak Passwords,Encryption,0.14084507042253522,0.3765755071895149,0.001,0.00037657550718951487,Medium
India,2016,SQL Injection,Banking,0.038295306060910646,0.5202945123702601,Insider,Zero-day,VPN,0.5352112676056339,0.2822782602626601,0.001,0.0002822782602626601,Low
India,2020,Phishing,Education,0.1701678560659363,0.08428550126049454,Nation-state,Unpatched Software,Antivirus,0.7323943661971831,0.25684845165055314,0.0003333333333333333,8.561615055018438e-05,Low
France,2023,Malware,Healthcare,0.8521459443160118,0.7624595806091006,Hacker Group,Social Engineering,Firewall,0.14084507042253522,0.6829798604252431,0.002,0.0013659597208504862,High
France,2022,Malware,Education,0.7031862498743592,0.42705694793191834,Unknown,Social Engineering,Firewall,0.5774647887323944,0.5952031670632341,0.001,0.0005952031670632341,High
Russia,2018,Man-in-the-Middle,Banking,0.8681274499949745,0.8008909029224058,Nation-state,Unpatched Software,Firewall,0.7887323943661972,0.8320774747474484,0.001,0.0008320774747474485,High
Japan,2024,Man-in-the-Middle,Education,0.46125238717459044,0.6621994753860797,Insider,Social Engineering,VPN,0.08450704225352114,0.4461874446538233,0.0006666666666666666,0.0002974582964358822,Low
Australia,2016,Malware,IT,0.3037491205146246,0.9776903977238042,Hacker Group,Weak Passwords,VPN,0.647887323943662,0.574759144363186,0.001,0.000574759144363186,High
India,2021,Ransomware,Education,0.8667202733943111,0.5340103341536473,Unknown,Unpatched Software,Firewall,0.676056338028169,0.7287745045488836,0.0016666666666666668,0.0012146241742481394,High
China,2024,SQL Injection,Education,0.18042014272791237,0.9482571749110048,Insider,Social Engineering,Antivirus,0.1267605633802817,0.40003933651331397,0.0006666666666666666,0.00026669289100887596,Low
Australia,2017,Malware,Retail,0.08794853754146145,0.6922892161915752,Unknown,Weak Passwords,Encryption,0.971830985915493,0.4460272308113019,0.001,0.0004460272308113019,Medium
Japan,2023,Malware,IT,0.22776158407880193,0.3201055632894354,Unknown,Weak Passwords,Encryption,0.9577464788732395,0.4014617568008795,0.0006666666666666666,0.0002676411712005863,Low
Japan,2017,Ransomware,Retail,0.49502462559051164,0.16276642270751623,Unknown,Unpatched Software,AI-based Detection,0.5915492957746479,0.4146520987624403,0.001,0.00041465209876244034,Medium
Australia,2017,Malware,Banking,0.2538948638054076,0.8020298015133941,Unknown,Weak Passwords,AI-based Detection,0.23943661971830985,0.41544369630038397,0.0013333333333333333,0.000553924928400512,High
China,2016,Ransomware,Government,0.721178007839984,0.860919265300322,Unknown,Zero-day,Firewall,0.1267605633802817,0.644216896186145,0.0016666666666666668,0.0010736948269769084,High
Japan,2018,Man-in-the-Middle,Education,0.20454317016785611,0.5118028124189986,Insider,Zero-day,AI-based Detection,0.5915492957746479,0.3741222879645572,0.0006666666666666666,0.0002494148586430381,Low
Germany,2024,Man-in-the-Middle,IT,0.9310483465674942,0.9526266224050777,Unknown,Weak Passwords,VPN,0.4507042253521127,0.8414530050756929,0.0013333333333333333,0.0011219373401009237,High
India,2018,Phishing,Education,0.04794451703688813,0.9828014303285293,Unknown,Weak Passwords,Firewall,0.4366197183098592,0.4061366312789747,0.0003333333333333333,0.00013537887709299157,Low
Australia,2024,DDoS,Retail,0.2780178912453513,0.4109832657967137,Unknown,Weak Passwords,Firewall,0.4084507042253521,0.3439940662067602,0.0013333333333333333,0.00045865875494234694,Medium
USA,2019,Man-in-the-Middle,Government,0.17177605789526587,0.042749729536604386,Insider,Social Engineering,AI-based Detection,0.3802816901408451,0.17476928583678328,0.0006666666666666666,0.00011651285722452219,Low
UK,2018,Malware,Education,0.5135189466278018,0.9357793298912843,Nation-state,Weak Passwords,AI-based Detection,0.3802816901408451,0.6135496103094552,0.0006666666666666666,0.0004090330735396368,Medium
Germany,2018,DDoS,Banking,0.8125439742687709,0.052416356505282674,Insider,Zero-day,AI-based Detection,0.5211267605633804,0.5262222461986463,0.0006666666666666666,0.00035081483079909756,Medium
China,2020,SQL Injection,Telecommunications,0.6987636948437029,0.6884311721948618,Nation-state,Unpatched Software,VPN,0.6619718309859155,0.6883055652774932,0.0006666666666666666,0.00045887037685166213,Medium
France,2024,Phishing,Government,0.047039903507890245,0.2189107205585207,Hacker Group,Unpatched Software,Encryption,0.3098591549295775,0.15116499890741683,0.0013333333333333333,0.00020155333187655576,Low
UK,2017,Man-in-the-Middle,Telecommunications,0.598150567896271,0.7406083399802444,Hacker Group,Weak Passwords,Encryption,0.35211267605633806,0.5916803211534765,0.0003333333333333333,0.00019722677371782548,Low
France,2016,Ransomware,Banking,0.6254899989948739,0.5968228932627844,Nation-state,Zero-day,Firewall,0.22535211267605634,0.5368622900114836,0.0006666666666666666,0.00035790819334098904,Medium
Australia,2022,SQL Injection,Telecommunications,0.5598552618353604,0.5714808984288604,Insider,Weak Passwords,VPN,0.5774647887323944,0.5668648581928173,0.0006666666666666666,0.00037790990546187817,Medium
Russia,2020,DDoS,Government,0.7245954367273094,0.7874573038127083,Insider,Weak Passwords,Firewall,0.19718309859154928,0.637971529225777,0.0006666666666666666,0.0004253143528171847,Medium
UK,2018,Malware,Healthcare,0.19388883304854762,0.8059568999940954,Insider,Weak Passwords,Firewall,0.08450704225352114,0.3556328949732066,0.0016666666666666668,0.000592721491622011,High
Russia,2020,SQL Injection,Telecommunications,0.3469695446778571,0.3770675062624411,Unknown,Weak Passwords,Firewall,0.6901408450704226,0.4246331932317454,0.0006666666666666666,0.00028308879548783025,Low
China,2023,Malware,Education,0.3675746306161424,0.41745937544722794,Insider,Unpatched Software,Antivirus,0.47887323943661975,0.4047997758295635,0.001,0.00040479977582956353,Medium
